Album,Musica,Letra
Mercury - Act I,Wrecked,"Days pass by and my eyes, they dry And I think that I'm okay 'Till I find myself in conversation fading away The way you smile, the way you walk The time you took to teach me All that you had taught Tell me, how am I supposed to move on? These days, I'm becoming everything that I hate Wishing you were around But now it's too late My mind is a place that I can't escape your ghost Sometimes I wish that I could wish it all away One more rainy day without you Sometimes I wish that I could see you one more day One more rainy day Oh, I'm a wreck without you here Yeah, I'm a wreck since you've been gone I've tried to put this all behind me I think I was wrecked all along Yeah, I'm a wreck They say that the time will heal it, the pain will go away But everything, it reminds me of you and it comes in waves The way you laugh when your shoulders shook The time you took to teach me all that you had taught Tell me, how am I supposed to move on? These days, I'm becoming everything that I hate Wishing you were around But now it's too late My mind is a place that I can't escape your ghost Sometimes I wish that I could wish it all away One more rainy day without you Sometimes I wish that I could see you one more day One more rainy day Oh, I'm a wreck without you here Yeah, I'm a wreck since you've been gone I've tried to put this all behind me I think I was wrecked all along These days when I'm on the brink of the edge I remember the words that you said Remember the life you led You'd say: Oh, suck it all up Don't get stuck in the mud Thinking of things that you should have done I'll see you again, my loved one I'll see you again, my loved one Yeah, I'm a wreck I'll see you again, my loved one Yeah, I'm a wreck without you here (I'm a wreck without you here, loved one) Yeah, I'm a wreck since you been gone (I'm a wreck since you've been gone) I've tried to put this all behind me I think I was wrecked all along (I'm a wreck) Yeah, I'm a wreck Sometimes, I wish That I could wish it all away (But I can't) One more rainy day without you Sometimes I wish that I could see you One more day (But I can't) One more rainy day "
Mercury - Act I,Monday,"When you're down on your luck I take the bass, baby turn it up When your face to the floor I turn the dial, turn it up more I'm there for you, will you be there for me too, ooh? I believe (I believe) in the cause (in the cause) I'm pound for pound, baby, turn it on A million calls will never do, I never get enough of you I never get enough of you You are my Monday You're the best day of the week So underrated and a brand-new start I don't care what all the kids say You've got the key to my heart, ooh When you call (when you call) on the phone (on the phone) I never let you get the dial tone (ring) I believe (I believe) in your touch (in your touch) I know I can be a little much I'm there for you, will you be there for me too, ooh? You are my Monday (you are my Monday) You're the best day of the week (best day of the week) So underrated (so underrated) and a brand-new start (brand new start) I don't care what all the kids say (never care) You've got the key to my heart, ooh You could be the one that I've been waiting all my life for You could be the key to lead me up into the highest floor Give me loving, keep me going till the midnight hour Bring me up, lift me up, to your rainbow tower Your rainbow tower My Monday Doo-oo-doo Doo-oo-doo Doo-oo-doo Monday, my, my Monday My Monday My Monday Doo-oo-doo Doo-oo-doo Doo-oo-doo "
Mercury - Act I,#1,None
Mercury - Act I,Easy Come Easy Go,"All my friends are gone, I don't blame them I guess I'd move on, do the same thing So I wrote a song to be my lullaby Sing me to sleep at night, open my third eye I'm not gon' lie to you, I miss you so much Tell me: What I did wrong to lose touch? I'm not gon' lie to you, this has been a hard year How I wish that you were here I just need to let it go, waiting on a miracle Guess that's just the way it goes, easy come, easy go I just need to let it go, turn it down and lay low It's just the way it goes, easy come, easy go Sometimes I drive a little too fast Think I'm running from demons in my past So I wrote a song to help me slow down Keep my mind straight, but it's a bit late I'm not gon' lie to you, I miss you so much Tell me: What I did wrong to lose touch? I'm not gon' lie to you, this has been a hard year Oh, I wish that you were here I just need to let it go, waiting on a miracle Guess that's just the way it goes, easy come, easy go I just need to let it go, turn it down and lay low It's just the way it goes, easy come, easy go I just need to let it go, waiting on a miracle Guess that's just the way it goes, easy come, easy go I just need to let it go, turn it down and lay low It's just the way it goes, easy come, easy go Remember when you got sick, cancer of the bone? Everyone at school while you're sitting at home In your wheelchair of grief, find no relief We were there for the ups and downs and there for the constant rounds of chemo Yeah, you know that you were our hero You were there when I was a zero And I swear I'll make things right before the long night Swear I'll make things right, tomorrow But as for tonight I just need to let it go, waiting on a miracle Guess that's just the way it goes, easy come, easy go I just need to let it go, turn it down and lay low It's just the way it goes, easy come, easy go I just need to let it go, waiting on a miracle Guess that's just the way it goes, easy come, easy go I just need to let it go, turn it down and lay low It's just the way it goes, easy come, easy go (I just need to let it go, waiting on a miracle) (Guess that's just the way it goes, easy come, easy go) (I just need to let it go, turn it down and lay low) "
Mercury - Act I,Giants,"Take a hit of anything To escape it all I'm suffocating A sharpened blade of reality Sometimes I wanna hurt me I know it's hard to hear But I'm waiting for the new year Don't wanna waste my life chasing white Try to swim towards the light Coming up for air In the deepest of the deep ends I thought I'd learned it all But boom, the plot thickens Sleeping with giants I'm tiptoeing quietly Feeling it all, it's sobriety La, la, la, la, la, la, la Got so tired of feeling numb La, la, la, la, la, la, la Take a look at what I've become Sleeping with giants I'm tiptoeing quietly Feeling it all, It's sobriety I wanna make you proud of me But slowly, I am killing me Playing with chemistry Floating to the ceiling It's always rock n' roll 'Till you die, you know You been flying Now I'm shaking at night Sweating the sheets out Grinding my teeth out But still the world will glamorize it all Coming up for air In the deepest of the deep ends I thought I'd learned it all But boom, the plot thickens Sleeping with giants I'm tiptoeing quietly Feeling it all, it's sobriety La, la, la, la, la, la, la Got so tired of feeling numb La, la, la, la, la, la, la Take a look at what I've become Sleeping with giants I'm tiptoeing quietly Feeling it all, It's sobriety If I could leave one thing for you It's exactly what not to do I'm so proud of you Take a look what I've become Take a look what I've Coming up for air In the deepest of the deep ends I thought I'd learned it all But boom, the plot thickens Sleeping with giants I'm tiptoeing quietly Feeling it all, it's sobriety La, la, la, la, la, la, la Got so tired of feeling numb La, la, la, la, la, la, la Take a look at what I've become Sleeping with giants I'm tiptoeing quietly Feeling it all, It's sobriety "
Mercury - Act I,It's OK,"She could always hear every word they say Everybody walks like they just know the way Every single day, holding back the tears She'd never say a word 'Cause there's nobody that hears It's okay to be not okay It's just fine to be out of your mind Breathe in deep, just a day at a time 'Cause it's okay to be out of your mind, mind Mine is broken, how is yours? Sure it helps to hear the news And political discourse Fear, that is what he felt Every single day, 'cause all the boys would play Don't you dare be weak, emasculated freak Last up on the fence Tell me where's the sense? It's okay to be not okay It's just fine to be out of your mind Breathe in deep, just a day at a time 'Cause it's okay to be out of your mind I don't want this body I don't want this voice I don't wanna be here But I guess I have no choice Just let me live my truth That's all I wanna do Baby, you're not broken Just a little bit confused It's okay to be not okay (I need you here with me) It's just fine to be out of your mind (I can't do it all alone) Breathe in deep, just a day at a time (Just a day at a time) 'Cause it's okay to be out of your mind (It's okay, out of your mind) It's okay to be not okay (I need you here with me) It's just fine to be out of your mind (I can't do it all alone) Breathe in deep, just a day at a time 'Cause it's okay to be out of your mind (It's okay, come on, and on, and on, and on) La, la, la, la, la, la La, la, la, la, la, la La, la, la, la, la, la La, la, la, la, la, la La, la, la, la, la, la La, la, la, la, la, la La, la, la, la, la "
Mercury - Act I,Dull Knives,"I'm holding my breath, holding so tight Nothing is wrong, nothing is right I'm in the dark, looking for light Won't someone please save my life? Inside I'm a mess, but I don't let it show I'm just hanging on, but you'll never know I smile all day, and cry through the night Won't someone, please, save my life? It's fleeting Dull knives taking my life A slow burn fire from the inside Dull knives twisting my spine They're taking their time, time Till I lose my mind A smoldering flame, deep in my heart Barely a sign, it's barely a spark Holding on through, every night Won't someone, please, save my life? I'm crying for help, it's such a cliché Invisible pain, it's filling each day I open my mouth and feed you a lie Won't someone, please, save my life? It's fleeting, no repeating Dull knives taking my life A slow burn fire from the inside Dull knives twisting my spine And they're taking their time, time Till I lose my mind Dull knives Ripping from the inside Spare me the ride From the inside Dull knives twisting my spine And they're taking their time, time Till I lose my mind Dull knives "
Mercury - Act I,Follow You,"You know I got your number, number all night I'm always on your team, I got your back alright Taking those, taking those losses if it treats you right I want to put you into the spotlight If the world would only know what you've been holding back Heart attacks every night Oh, you know it's not right I'll follow you way down wherever you may go I'll follow you way down to your deepest low I'll always be around wherever life takes you You know I'll follow you Call you up, you've been cryin', cryin' all night You're only disappointed in yourself alright Taking those, taking those losses if it treats you right I wanna take you into the sunlight If the world would only know what you've been holding back Heart attacks every night Oh you know it's not right I'll follow you way down wherever you may go I'll follow you way down to your deepest low I'll always be around wherever life takes you You know I'll follow you You know I'll follow you Wherever life takes you, you know I'll follow you She's not the type to give herself enough love She live her life, hand in a tight glove I wish that I could fix it, I could fix it for you But instead I'll be right here comin' through (Right here, comin' through) I'll follow you way down wherever you may go I'll follow you way down to your deepest low I'll always be around wherever life takes you You know I'll follow you You know I'll follow you Wherever life takes you, you know I'll follow you "
Mercury - Act I,Cutthroat,"I've been waiting patiently I built this tower quietly And when my well of Wellbutrin is Running dry of serotonin I can say things I don't mean Or maybe it's the truth in me I feel it building, bubbling up My time is up I'm so misunderstood, but I live for this My money's good, and I came to win So step on up, and I promise you Only one of us gone' make it out alive And it's not you (cutthroat) Only one of us Only one of us gon' make it out alive And it's not you (cutthroat) Only one of us Only one of us gon' make it out alive I've been making my Gethsemane Since I was young my ancestry Was marching martyrdom across the Radadada dumbla plains of Utah I can't lie, I've been played By powerful people who get their way But I, in time, will climb my mountain I, in time, will rise I'm so misunderstood, but I live for this My money's good, and I came to win So step on up, and I promise you Only one of us gon' make it out alive And it's not you (cutthroat) Only one of us Only one of us gon' make it out alive And it's not you (cutthroat) Only one of us Only one of us gon' make it out alive Try me! Try me! Cutthroat Only one of us Only one of us Not you (cutthroat) Only one of us Only one of us Only one of us (Cutthroat) (Cutthroat) (Cutthroat) (Cutthroat) "
Mercury - Act I,No Time For Toxic People,"The way they look at me, I know exactly What they talk about when I'm not around Got no time for that, as a matter of fact Every day's my birthday Oh, I hope you heard me Take a look outside It's a beautiful day, yeah Yeah, it's a beautiful day, yeah I'm gonna keep it that way That way, ayy Take a real good look It's a beautiful day, yeah Yeah, it's a beautiful day, yeah I'm gonna keep it that way That way, ayy So spend your hours on What you think I done wrong I know I'm in your mind, 'ind, 'ind I've been here way too long I want to spend my life With those who've done me right Your heart is frozen over I'm a four leaf clover Take a look outside It's a beautiful day, yeah Yeah, it's a beautiful day, yeah I'm gonna keep it that way That way, ayy Take a real good look It's a beautiful day, yeah Yeah, it's a beautiful day, yeah I'm gonna keep it that way That way, ayy Tu-tu, tu-du-du, no time for toxic people Tu-tu, tu-du-du, no time for that (I-I-I) Tu-tu, tu-du-du, no time for toxic people I-I-I, I-I-I've got no time for toxic people Move along, move along, move along, oh Let me go to the clouds below 'Cause they're calling me Up to higher ground What a teacup sound Even mighty drown, oh Take a look outside It's a beautiful day, yeah Yeah, it's a beautiful day, yeah I'm gonna keep it that way That way, ayy Take a real good look It's a beautiful day, yeah Yeah, it's a beautiful day, yeah I'm gonna keep it that way That way, ayy Tu-tu, tu-du-du, no time for toxic people Tu-tu, tu-du-du, no time for that (I-I-I) Tu-tu, tu-du-du, no time for toxic people I-I-I, I-I-I've got no time for toxic people "
Mercury - Act I,One Day,"I know that one day I'll be that one Thing that makes you happy I know I'll keep you laughin' Your Sun on a clouded day The feel of a perfect wave Is crashin' upon your face Yeah, I know that one day, one day Birds outside Will sing me a song tonight I know that it's right on time, time Twee-da-da-da Life flies by the Moon And the midnight sky Is guiding me to your side, side I know that one day I'll be that one Thing that makes you happy I know I'll keep you laughin' Your Sun on a clouded day The feel of a perfect wave Is crashin' upon your face Yeah, I know that one day, one day Can we run away to a place That children play In the grassy fields? Twee-da-da-da I know they're tellin' you things That you put in your head, head Promise you that you are better off Without them I know that one day I'll be that one Thing that makes you happy I know I'll keep you laughin' Your Sun on a clouded day The feel of a perfect wave Is crashin' upon your face Yeah, I know that one day, one day One day I'll be that one Thing that makes you happy I know I'll keep you laughin' Your Sun on a clouded day The feel of a perfect wave Is crashin' upon your face Yeah, I know that one day, one day One day, one day "
Hitlist: The Greatest Of Imagine Dragons,On Top of the World,"If you love somebody Better tell them while they're here 'cause They just may run away from you You'll never know quite when, well Then again it just depends on How long of time is left for you I've had the highest mountains I've had the deepest rivers You can have it all, but life keeps moving I take it in, but don't look down 'Cause I'm on top of the world, hey I'm on top of the world, hey Waiting on this for a while now Paying my dues to the dirt I've been waiting to smile, hey Been holding it in for a while, hey Take you with me if I can Been dreaming of this since a child I'm on top of the world I've tried to cut these corners Try to take the easy way out I kept on falling short of something I could've gave up then, but Then again I couldn't have 'cause I've traveled all this way for something I take it in, but don't look down 'Cause I'm on top of the world, hey I'm on top of the world, hey Waiting on this for a while now Paying my dues to the dirt I've been waiting to smile, hey Been holding it in for a while, hey Take you with me if I can Been dreaming of this since a child I'm on top of the world Oh, oh, oh, oh Oh, oh, oh, oh Oh, oh, oh, oh Oh, oh 'Cause I'm on top of the world, hey I'm on top of the world, hey Waiting on this for a while now Paying my dues to the dirt I've been waiting to smile, hey Been holding it in for a while, hey Take you with me if I can Been dreaming of this since a child And I know it's hard when you're falling down And it's a long way up when you hit the ground Get up, now, get up, get up, now And I know it's hard when you're falling down And it's a long way up when you hit the ground Get up, now, get up, get up, now 'Cause I'm on top of the world, hey I'm on top of the world, hey Waiting on this for a while now Paying my dues to the dirt I've been waiting to smile, hey Been holding it in for a while, hey Take you with me if I can Been dreaming of this since a child I'm on top of the world "
Hitlist: The Greatest Of Imagine Dragons,Machine,"All my life been sitting at the table Watching them kids their living in a fable Looks, luck, money and never left a’wishin But now it’s about time to raise up and petition All my life, been sitting at the table Watching them kids and living in a fable Looks, luck, money and never left a’wishin Now it's 'bout time to stand up and petition Cause I’ve been wondering When you’re gonna see I’m not for sale? I’ve been questioning When you’re gonna see I’m not a part of your machine? Not a part of your machine I’m not scared of what you’re gonna tell me No, I’m not scared of the beast in the belly Fill my cup with endless ambition And paint this town with my very own vision I’m not scared of what you’re gonna tell me And I’m not scared of the beast in the belly Fill my cup with endless ambition And paint this town with my very own vision Cause I’ve been wondering When you’re gonna see I’m not for sale? I’ve been questioning When you’re gonna see I’m not a part of your machine? Not a part of your machine I am the machine I am the machine Cause I’ve been wondering When you’re gonna see I’m not for sale? I’ve been questioning When you’re gonna see I’m not a part of your machine? Not a part of your machine Cause I’ve been wondering When you’re gonna see I’m not for sale? I’ve been questioning When you’re gonna see I’m not a part of your machine? Not a part of your machine I am the machine "
Hitlist: The Greatest Of Imagine Dragons,Whatever It Takes,"Falling too fast to prepare for this Tripping in the world could be dangerous Everybody circling, it's vulturous Negative, nepotist Everybody waiting for the fall of man Everybody praying for the end of times Everybody hoping they could be the one I was born to run, I was born for this Whip, whip Run me like a race horse Pull me like a ripcord Break me down and build me up I wanna be the slip, slip Word upon your lip, lip Letter that you rip, rip Break me down and build me up Whatever it takes 'Cause I love the adrenaline in my veins I do whatever it takes 'Cause I love how it feels when I break the chains Whatever it takes You take me to the top, I'm ready for Whatever it takes 'Cause I love the adrenaline in my veins I do what it takes Always had a fear of being typical Looking at my body feeling miserable Always hanging on to the visual I wanna be invisible Looking at my years like a martyrdom Everybody needs to be a part of 'em Never be enough, I'm the prodigal son I was born to run, I was born for this Whip, whip Run me like a race horse Pull me like a ripcord Break me down and build me up I wanna be the slip, slip Word upon your lip, lip Letter that you rip, rip Break me down and build me up Whatever it takes 'Cause I love the adrenaline in my veins I do whatever it takes 'Cause I love how it feels when I break the chains Whatever it takes You take me to the top, I'm ready for Whatever it takes 'Cause I love the adrenaline in my veins I do what it takes Hypocritical, egotistical Don't wanna be the parenthetical, hypothetical Working onto something that I'm proud of, out of the box An epoxy to the world and the vision we've lost I'm an apostrophe I'm just a symbol to remind you that there's more to see I'm just a product of the system, a catastrophe And yet a masterpiece, and yet I'm half-diseased And when I am deceased At least I go down to the grave and die happily Leave the body of my soul to be a part of me I do what it takes Whatever it takes 'Cause I love the adrenaline in my veins I do whatever it takes 'Cause I love how it feels when I break the chains Whatever it takes You take me to the top, I'm ready for Whatever it takes 'Cause I love the adrenaline in my veins I do what it takes "
Hitlist: The Greatest Of Imagine Dragons,Battle Cry,"Just one more time before I go I'll let you know That all this time I've been afraid But wouldn't let it show Nobody can save me now, no Nobody can save me now Stars are only visible in darkness Fear is ever-changing and evolving And I, I feel poisoned inside But I, I feel so alive Nobody can save you now The king is crowned, it's do or die Nobody can save you now The only sound It's the battle cry It's the battle cry It's the battle cry Nobody can save you now It's do or die Nobody can save you now The king is crowned, it's do or die Nobody can save you now The only sound It's the battle cry It's the battle cry It's the battle cry Nobody can save you now It's do or die Just one more time before I go I'll let you know That all this time I've been afraid But wouldn't let it show Nobody can save me now, no Nobody can save me now "
Hitlist: The Greatest Of Imagine Dragons,It's Time,"So this is what you meant When you said that you were spent And now it's time to build from the bottom of the pit? Right to the top, don't hold back Packing my bags and giving the academy a rain check I don't ever wanna let you down I don't ever wanna leave this town 'Cause after all This city never sleeps at night It's time to begin, isn't it? I get a little bit bigger, but then I'll admit I'm just the same as I was Now, don't you understand That I'm never changing who I am? So this is where you fell, and I am left to sell The path to heaven runs through miles of clouded hell Right to the top, don't look back Turn in the rags and giving the commodities a rain check I don't ever wanna let you down I don't ever wanna leave this town 'Cause after all This city never sleeps at night It's time to begin, isn't it? I get a little bit bigger, but then I'll admit I'm just the same as I was Now, don't you understand That I'm never changing who I am? It's time to begin, isn't it? I get a little bit bigger, but then I'll admit I'm just the same as I was Now, don't you understand That I'm never changing who I am? This road never looked so lonely This house doesn't burn down slowly To ashes, to ashes It's time to begin, isn't it? I get a little bit bigger, but then I'll admit I'm just the same as I was Now, don't you understand That I'm never changing who I am? It's time to begin, isn't it? I get a little bit bigger, but then I'll admit I'm just the same as I was Now, don't you understand That I'm never changing who I am? "
Hitlist: The Greatest Of Imagine Dragons,Next to Me,"Something about the way that you Walked into my living room Casually and confident Looking at the mess I am But still you, still you want me Stress lines and cigarettes Politics and deficits Late bills and overages Screaming and hollering But still you, still you want me Oh, I always let you down You're shattered on the ground But still I find you there Next to me And oh, stupid things I do I'm far from good, it's true But still I find you Next to me There's something about the way that you Always see the pretty view Overlook the blooded mess Always looking effortless And still you, still you want me I got no innocence Faith ain't no privilege I am a deck of cards Vice or a game of hearts And still you, still you want me Oh, I always let you down You're shattered on the ground But still I find you there Next to me And oh, stupid things I do I'm far from good, it's true But still I find you Next to me So thank you For taking a chance on me I know it isn't easy But I hope to be worth it (oh) So thank you For taking a chance on me I know it isn't easy But I hope to be worth it (oh) Oh, I always let you down (I always let you down) You're shattered on the ground (shattered on the ground) But still I find you there (yeah) Next to me And oh, stupid things I do (stupid things I do) I'm far from good, it's true But still I find you Next to me (next to me) "
Hitlist: The Greatest Of Imagine Dragons,Not Today,"There she goes in front of me Take my life and set me free again We'll make a memory out of it Holy road is at my back Don't look on, take me back again We'll make a memory out of it We finally fall apart and we break each other's hearts If we wanna live young love, we better start today It's gotta get easier, oh, easier somehow 'Cause I'm falling, I'm falling Oh, easier and easier somehow Oh, I'm calling, I'm calling And it isn't over, unless it is over I don't wanna wait for that It's gotta get easier and easier somehow But not today Not today There she goes in front of me Take my life, set me free again We'll make a memory out of it Holy road was at my back Don't look on, take me back again We'll make a memory out of it We finally fall apart and we break each other's hearts If we wanna live young love we better start today It's gotta get easier, oh, easier somehow 'Cause I'm falling, I'm falling Oh, easier and easier somehow Oh, I'm calling, I'm calling And it isn't over unless it is over I don't wanna wait for that It's gotta get easier and easier, so Come with me You'll come with me, ey So come with me You'll come with me, ey Not today Not today Not today Not today It's gotta get easier and easier somehow 'Cause I'm falling, I'm falling And easier and easier somehow Oh, I'm calling and calling And it isn't over, unless it is over I don't wanna wait for that It's gotta get easier and easier somehow It's gotta get easier and easier somehow Not today Not today Not today Not today Not today "
Hitlist: The Greatest Of Imagine Dragons,Radioactive,"Oh, oh, oh Oh, oh, oh Oh, oh, oh Oh I'm waking up to ash and dust I wipe my brow and I sweat my rust I'm breathing in the chemicals I'm breaking in, shaping up Then checking out on the prison bus This is it, the apocalypse, ooh I'm waking up I feel it in my bones Enough to make my system blow Welcome to the new age, to the new age Welcome to the new age, to the new age Oh, oh, oh, oh, oh Oh, oh, oh, oh I'm radioactive, radioactive Oh, oh, oh, oh, oh Oh, oh, oh, oh I'm radioactive, radioactive I raise my flag, and dye my clothes It's a revolution, I suppose We're painted red to fit right in, ooh I'm breaking in, shaping up Then checking out on the prison bus This is it, the apocalypse, ooh I'm waking up I feel it in my bones Enough to make my system blow Welcome to the new age, to the new age Welcome to the new age, to the new age Oh, oh, oh, oh, oh Oh, oh, oh, oh I'm radioactive, radioactive Oh, oh, oh, oh, oh Oh, oh, oh, oh I'm radioactive, radioactive All systems go The Sun hasn't died Deep in my bones Straight from inside I'm waking up I feel it in my bones Enough to make my system blow Welcome to the new age, to the new age Welcome to the new age, to the new age Oh, oh, oh, oh, oh Oh, oh, oh, oh I'm radioactive, radioactive Oh, oh, oh, oh, oh Oh, oh, oh, oh I'm radioactive, radioactive "
Hitlist: The Greatest Of Imagine Dragons,Warriors,"As a child, you would wait and watch from far away But you always knew that you'd be the one That work while they all play In youth, you'd lay awake at night and scheme Of all the things that you would change But it was just a dream Here we are, don't turn away now (don't turn away) We are the warriors that built this town (this town) Here we are, don't turn away now (don't turn away) We are the warriors that built this town (this town) From dust The time will come, when you'll have to rise Above the best and prove yourself Your spirit never dies Farewell, I've gone to take my throne above But don't weep for me, 'cause this will be The labor of my love Here we are, don't turn away now (don't turn away) We are the warriors that built this town (this town) Here we are, don't turn away now (don't turn away) We are the warriors that built this town (this town) From dust Here we are, don't turn away now (don't turn away) We are the warriors that built this town (this town) Here we are, don't turn away now (don't turn away) We are the warriors that built this town (this town) From dust "
Hitlist: The Greatest Of Imagine Dragons,I Bet My Life,"I know I took the path that you would never want for me I know I let you down, didn't I? So many sleepless nights where you were waiting up on me Well, I'm just a slave unto the night Now, remember when I told you That's the last you'll see of me? Remember when I broke you down to tears? I knew I took the path that you would never want for me I gave you hell through all the years So I, I bet my life I bet my life, I bet my life on you I, I bet my life I bet my life, I bet my life on you I've been around the world and never in my wildest dreams Would I come running home to you I've told a million lies, but now I tell a single truth There's you in everything I do Now, remember when I told you That's the last you'll see of me? Remember when I broke you down to tears? I knew I took the path that you would never want for me I gave you hell through all the years So I, I bet my life I bet my life, I bet my life on you I, I bet my life I bet my life, I bet my life on you Don't tell me that I'm wrong I've walked that road before And left you on your own And, please, believe them when they say That it's left for yesterday And the records that I play Please, forgive me for all I've done So I, I bet my life I bet my life, I bet my life on you I, I bet my life I bet my life, I bet my life on you (Yeah) I bet my, I bet my, I bet my I, I bet my life, I bet my life, I bet my life "
Hitlist: The Greatest Of Imagine Dragons,Gold,"First comes the blessing of all that you’ve dreamed But then comes the curses of diamonds and rings Only at first did it have its appeal? But now you can’t tell the false from the real Who can you trust, who can you trust? When everything, everything, everything you Touch turns to gold, gold, gold Everything, everything, everything you touch Turns to gold, gold Ooh, gold Ooh, gold Ooh, gold Ooh, gold Statues and empires are all at your hands Water to wine and the finest of sands When all that you have is turning stale and it’s cold Oh, you no longer feel when your heart’s turned to gold Who can you trust, who can you trust? When everything, everything, everything you Touch turns to gold, gold, gold Everything, everything, everything you touch Turns to gold, gold Ooh, gold Ooh, gold Ooh, gold Ooh, gold I’m dying to feel again Oh, anything at all But, oh, I feel nothing, nothing, nothing, nothing When everything, everything, everything you Touch turns to gold, gold, gold Everything, everything, everything you touch Turns to gold, gold Ooh, gold Ooh, gold Ooh, gold Ooh, gold "
Hitlist: The Greatest Of Imagine Dragons,Shots,"I'm sorry for everything Oh, everything I've done Am I out of touch? Am I out of my place? When I keep saying that I'm looking for an empty space Oh, I'm wishing you're here But I'm wishing you're gone I can't have you and I'm only gonna do you wrong Oh, I'm going to mess this up Oh, this is just my luck Over and over and over again I'm sorry for everything, oh everything I've done From the second that I was born It seems I had a loaded gun And then I shot, shot, shot a hole through everything I loved Oh, I shot, shot, shot a hole through every single thing that I loved Am I out of luck? Am I waiting to break? When I keep saying that I'm looking for a way to escape Oh, I'm wishing I had what I'd taken for granted I can't help you when I'm only gonna do you wrong Oh, I'm going to mess this up Oh, this is just my luck Over and over and over again I'm sorry for everything, oh everything I've done From the second that I was born It seems I had a loaded gun And then I shot, shot, shot a hole through everything I loved Oh, I shot, shot, shot a hole through every single thing that I loved In the meantime can we let it go At the roadside that we used to know We can let this drift away Oh, we let this drift away At the bayside Where you used to show In the moonlight Where we let it go We can let this drift away, oh we let this drift away And there's always time to change your mind Oh, there's always time to change your mind Oh, love, can you hear me? Oh, let it drift away I'm sorry for everything, oh everything I've done From the second that I was born It seems I had a loaded gun And then I shot, shot, shot a hole through everything I loved Oh, I shot, shot, shot a hole through every single thing that I loved In the meantime can we let it go At the roadside that we used to know We can let this drift away Oh, we let this drift away At the bayside Where you used to show In the moonlight Where we let it go We can let this drift away, oh we let this drift away And there's always time to change your mind Oh, there's always time to change your mind Oh, love, can you hear me? Oh, let it drift away "
Hitlist: The Greatest Of Imagine Dragons,Natural,"Will you hold the line When every one of them has given up or given in? Tell me In this house of mine Nothing ever comes without a consequence or cost, tell me Will the stars align? Will heaven step in? Will it save us from our sin? Will it? 'Cause this house of mine stands strong That's the price you pay Leave behind your heart and cast away Just another product of today Rather be the hunter than the prey And you're standing on the edge, face up 'Cause you're a natural A beating heart of stone You gotta be so cold To make it in this world Yeah, you're a natural Living your life cutthroat You gotta be so cold Yeah, you're a natural Will somebody Let me see the light within the dark trees shadowing? What's happening? Looking through the glass, find the wrong within the past, knowing Oh, we are the youth Cut until it bleeds inside a world without the peace, face it A bit of the truth, the truth That's the price you pay Leave behind your heart and cast away Just another product of today Rather be the hunter than the prey And you're standing on the edge, face up 'Cause you're a natural A beating heart of stone You gotta be so cold To make it in this world Yeah, you're a natural Living your life cutthroat You gotta be so cold Yeah, you're a natural Deep inside me, I'm fading to black, I'm fading Took an oath by the blood of my hand, won't break it I can taste it, the end is upon us, I swear Gonna make it I'm gonna make it Natural A beating heart of stone You gotta be so cold To make it in this world Yeah, you're a natural Living your life cutthroat You gotta be so cold Yeah, you're a natural Natural Yeah, you're a natural "
Hitlist: The Greatest Of Imagine Dragons,Monster,"Ever since I could remember Everything inside of me Just wanted to fit in (oh oh oh) I was never one for pretenders Everything I tried to be Just wouldn't settle in (oh oh oh) If I told you what I was Would you turn your back on me? And if I seem dangerous Would you be scared? I get the feeling just because Everything I touch isn't dark enough If this problem lies in me I'm only a man with a candle to guide me I'm taking a stand to escape what's inside me A monster, a monster I've turned into a monster A monster, a monster And it keeps getting stronger Can I clear my conscience If I'm different from the rest Do I have to run and hide? (Oh oh oh) I never said that I want this This burden came to me And it's made it's home inside (oh oh oh) If I told you what I was Would you turn your back on me? And if I seem dangerous Would you be scared? I get the feeling just because Everything I touch isn't dark enough If this problem lies in me I'm only a man with a candle to guide me I'm taking a stand to escape what's inside me A monster, a monster I've turned into a monster A monster, a monster And it keeps getting stronger I'm only a man with a candle to guide me I'm taking a stand to escape what's inside me A monster, a monster I've turned into a monster A monster, a monster And it keeps getting stronger "
